sample population group sex
HG02654_1 PJL PJL 1
HG02654_2 PJL PJL 1
HG02655_1 PJL PJL 1
HG02655_2 PJL PJL 1
HG02656_1 PJL PJL 1
HG02656_2 PJL PJL 1
HG02657_1 PJL PJL 1
HG02657_2 PJL PJL 1
HG02658_1 PJL PJL 1
HG02658_2 PJL PJL 1
HG02659_1 PJL PJL 1
HG02659_2 PJL PJL 1
HG02660_1 PJL PJL 1
HG02660_2 PJL PJL 1
HG02661_1 PJL PJL 1
HG02661_2 PJL PJL 1
HG02662_1 PJL PJL 1
HG02662_2 PJL PJL 1
HG02666_1 GWD GWD 1
HG02666_2 GWD GWD 1
HG02667_1 GWD GWD 1
HG02667_2 GWD GWD 1
HG02668_1 GWD GWD 1
HG02668_2 GWD GWD 1
HG02675_1 GWD GWD 1
HG02675_2 GWD GWD 1
HG02676_1 GWD GWD 1
HG02676_2 GWD GWD 1
HG02677_1 GWD GWD 1
HG02677_2 GWD GWD 1
HG02678_1 GWD GWD 1
HG02678_2 GWD GWD 1
HG02679_1 GWD GWD 1
HG02679_2 GWD GWD 1
HG02680_1 GWD GWD 1
HG02680_2 GWD GWD 1
HG02681_1 PJL PJL 1
HG02681_2 PJL PJL 1
HG02682_1 PJL PJL 1
HG02682_2 PJL PJL 1
HG02683_1 PJL PJL 1
HG02683_2 PJL PJL 1
HG02684_1 PJL PJL 1
HG02684_2 PJL PJL 1
HG02685_1 PJL PJL 1
HG02685_2 PJL PJL 1
HG02686_1 PJL PJL 1
HG02686_2 PJL PJL 1
HG02687_1 PJL PJL 1
HG02687_2 PJL PJL 1
HG02688_1 PJL PJL 1
HG02688_2 PJL PJL 1
HG02689_1 PJL PJL 1
HG02689_2 PJL PJL 1
HG02690_1 PJL PJL 1
HG02690_2 PJL PJL 1
HG02691_1 PJL PJL 1
HG02691_2 PJL PJL 1
HG02692_1 PJL PJL 1
HG02692_2 PJL PJL 1
HG02694_1 PJL PJL 1
HG02694_2 PJL PJL 1
HG02696_1 PJL PJL 1
HG02696_2 PJL PJL 1
HG02697_1 PJL PJL 1
HG02697_2 PJL PJL 1
HG02698_1 PJL PJL 1
HG02698_2 PJL PJL 1
HG02699_1 PJL PJL 1
HG02699_2 PJL PJL 1
HG02700_1 PJL PJL 1
HG02700_2 PJL PJL 1
HG02701_1 PJL PJL 1
HG02701_2 PJL PJL 1
HG02702_1 GWD GWD 1
HG02702_2 GWD GWD 1
HG02703_1 GWD GWD 1
HG02703_2 GWD GWD 1
HG02704_1 GWD GWD 1
HG02704_2 GWD GWD 1
HG02715_1 GWD GWD 1
HG02715_2 GWD GWD 1
HG02716_1 GWD GWD 1
HG02716_2 GWD GWD 1
HG02717_1 GWD GWD 1
HG02717_2 GWD GWD 1
HG02721_1 GWD GWD 1
HG02721_2 GWD GWD 1
HG02722_1 GWD GWD 1
HG02722_2 GWD GWD 1
HG02723_1 GWD GWD 1
HG02723_2 GWD GWD 1
HG02724_1 PJL PJL 1
HG02724_2 PJL PJL 1
HG02725_1 PJL PJL 1
HG02725_2 PJL PJL 1
HG02726_1 PJL PJL 1
HG02726_2 PJL PJL 1
HG02727_1 PJL PJL 1
HG02727_2 PJL PJL 1
HG02728_1 PJL PJL 1
HG02728_2 PJL PJL 1
HG02729_1 PJL PJL 1
HG02729_2 PJL PJL 1
HG02731_1 PJL PJL 1
HG02731_2 PJL PJL 1
HG02733_1 PJL PJL 1
HG02733_2 PJL PJL 1
HG02734_1 PJL PJL 1
HG02734_2 PJL PJL 1
HG02735_1 PJL PJL 1
HG02735_2 PJL PJL 1
HG02736_1 PJL PJL 1
HG02736_2 PJL PJL 1
HG02737_1 PJL PJL 1
HG02737_2 PJL PJL 1
HG02738_1 PJL PJL 1
HG02738_2 PJL PJL 1
HG02756_1 GWD GWD 1
HG02756_2 GWD GWD 1
HG02757_1 GWD GWD 1
HG02757_2 GWD GWD 1
HG02759_1 GWD GWD 1
HG02759_2 GWD GWD 1
HG02760_1 GWD GWD 1
HG02760_2 GWD GWD 1
HG02761_1 GWD GWD 1
HG02761_2 GWD GWD 1
HG02762_1 GWD GWD 1
HG02762_2 GWD GWD 1
HG02763_1 GWD GWD 1
HG02763_2 GWD GWD 1
HG02764_1 GWD GWD 1
HG02764_2 GWD GWD 1
HG02768_1 GWD GWD 1
HG02768_2 GWD GWD 1
HG02769_1 GWD GWD 1
HG02769_2 GWD GWD 1
HG02770_1 GWD GWD 1
HG02770_2 GWD GWD 1
HG02771_1 GWD GWD 1
HG02771_2 GWD GWD 1
HG02772_1 GWD GWD 1
HG02772_2 GWD GWD 1
HG02773_1 GWD GWD 1
HG02773_2 GWD GWD 1
HG02774_1 PJL PJL 1
HG02774_2 PJL PJL 1
HG02775_1 PJL PJL 1
HG02775_2 PJL PJL 1
HG02776_1 PJL PJL 1
HG02776_2 PJL PJL 1
HG02778_1 PJL PJL 1
HG02778_2 PJL PJL 1
HG02780_1 PJL PJL 1
HG02780_2 PJL PJL 1
HG02783_1 PJL PJL 1
HG02783_2 PJL PJL 1
HG02784_1 PJL PJL 1
HG02784_2 PJL PJL 1
HG02785_1 PJL PJL 1
HG02785_2 PJL PJL 1
HG02786_1 PJL PJL 1
HG02786_2 PJL PJL 1
HG02787_1 PJL PJL 1
HG02787_2 PJL PJL 1
HG02788_1 PJL PJL 1
HG02788_2 PJL PJL 1
HG02789_1 PJL PJL 1
HG02789_2 PJL PJL 1
HG02790_1 PJL PJL 1
HG02790_2 PJL PJL 1
HG02791_1 PJL PJL 1
HG02791_2 PJL PJL 1
HG02792_1 PJL PJL 1
HG02792_2 PJL PJL 1
HG02793_1 PJL PJL 1
HG02793_2 PJL PJL 1
HG02794_1 PJL PJL 1
HG02794_2 PJL PJL 1
HG02798_1 GWD GWD 1
HG02798_2 GWD GWD 1
HG02799_1 GWD GWD 1
HG02799_2 GWD GWD 1
HG02800_1 GWD GWD 1
HG02800_2 GWD GWD 1
HG02804_1 GWD GWD 1
HG02804_2 GWD GWD 1
HG02805_1 GWD GWD 1
HG02805_2 GWD GWD 1
HG02806_1 GWD GWD 1
HG02806_2 GWD GWD 1
HG02807_1 GWD GWD 1
HG02807_2 GWD GWD 1
HG02808_1 GWD GWD 1
HG02808_2 GWD GWD 1
HG02809_1 GWD GWD 1
HG02809_2 GWD GWD 1
HG02810_1 GWD GWD 1
HG02810_2 GWD GWD 1
HG02811_1 GWD GWD 1
HG02811_2 GWD GWD 1
HG02812_1 GWD GWD 1
HG02812_2 GWD GWD 1
HG02813_1 GWD GWD 1
HG02813_2 GWD GWD 1
HG02814_1 GWD GWD 1
HG02814_2 GWD GWD 1
HG02815_1 GWD GWD 1
HG02815_2 GWD GWD 1
HG02816_1 GWD GWD 1
HG02816_2 GWD GWD 1
HG02817_1 GWD GWD 1
HG02817_2 GWD GWD 1
HG02818_1 GWD GWD 1
HG02818_2 GWD GWD 1
HG02819_1 GWD GWD 1
HG02819_2 GWD GWD 1
HG02820_1 GWD GWD 1
HG02820_2 GWD GWD 1
HG02821_1 GWD GWD 1
HG02821_2 GWD GWD 1
HG02836_1 GWD GWD 1
HG02836_2 GWD GWD 1
HG02837_1 GWD GWD 1
HG02837_2 GWD GWD 1
HG02838_1 GWD GWD 1
HG02838_2 GWD GWD 1
HG02839_1 GWD GWD 1
HG02839_2 GWD GWD 1
HG02840_1 GWD GWD 1
HG02840_2 GWD GWD 1
HG02841_1 GWD GWD 1
HG02841_2 GWD GWD 1
HG02851_1 GWD GWD 1
HG02851_2 GWD GWD 1
HG02852_1 GWD GWD 1
HG02852_2 GWD GWD 1
HG02853_1 GWD GWD 1
HG02853_2 GWD GWD 1
HG02854_1 GWD GWD 1
HG02854_2 GWD GWD 1
HG02855_1 GWD GWD 1
HG02855_2 GWD GWD 1
HG02856_1 GWD GWD 1
HG02856_2 GWD GWD 1
HG02860_1 GWD GWD 1
HG02860_2 GWD GWD 1
HG02861_1 GWD GWD 1
HG02861_2 GWD GWD 1
HG02862_1 GWD GWD 1
HG02862_2 GWD GWD 1
HG02869_1 GWD GWD 1
HG02869_2 GWD GWD 1
HG02870_1 GWD GWD 1
HG02870_2 GWD GWD 1
HG02871_1 GWD GWD 1
HG02871_2 GWD GWD 1
HG02878_1 GWD GWD 1
HG02878_2 GWD GWD 1
HG02879_1 GWD GWD 1
HG02879_2 GWD GWD 1
HG02880_1 GWD GWD 1
HG02880_2 GWD GWD 1
HG02881_1 GWD GWD 1
HG02881_2 GWD GWD 1
HG02882_1 GWD GWD 1
HG02882_2 GWD GWD 1
HG02883_1 GWD GWD 1
HG02883_2 GWD GWD 1
HG02884_1 GWD GWD 1
HG02884_2 GWD GWD 1
HG02885_1 GWD GWD 1
HG02885_2 GWD GWD 1
HG02886_1 GWD GWD 1
HG02886_2 GWD GWD 1
HG02887_1 GWD GWD 1
HG02887_2 GWD GWD 1
HG02888_1 GWD GWD 1
HG02888_2 GWD GWD 1
HG02889_1 GWD GWD 1
HG02889_2 GWD GWD 1
HG02890_1 GWD GWD 1
HG02890_2 GWD GWD 1
HG02891_1 GWD GWD 1
HG02891_2 GWD GWD 1
HG02892_1 GWD GWD 1
HG02892_2 GWD GWD 1
HG02895_1 GWD GWD 1
HG02895_2 GWD GWD 1
HG02896_1 GWD GWD 1
HG02896_2 GWD GWD 1
HG02897_1 GWD GWD 1
HG02897_2 GWD GWD 1
HG02922_1 ESN ESN 1
HG02922_2 ESN ESN 1
HG02923_1 ESN ESN 1
HG02923_2 ESN ESN 1
HG02924_1 ESN ESN 1
HG02924_2 ESN ESN 1
HG02938_1 ESN ESN 1
HG02938_2 ESN ESN 1
HG02941_1 ESN ESN 1
HG02941_2 ESN ESN 1
HG02943_1 ESN ESN 1
HG02943_2 ESN ESN 1
HG02944_1 ESN ESN 1
HG02944_2 ESN ESN 1
HG02945_1 ESN ESN 1
HG02945_2 ESN ESN 1
HG02946_1 ESN ESN 1
HG02946_2 ESN ESN 1
HG02947_1 ESN ESN 1
HG02947_2 ESN ESN 1
HG02948_1 ESN ESN 1
HG02948_2 ESN ESN 1
HG02952_1 ESN ESN 1
HG02952_2 ESN ESN 1
HG02953_1 ESN ESN 1
HG02953_2 ESN ESN 1
HG02954_1 ESN ESN 1
HG02954_2 ESN ESN 1
HG02964_1 ESN ESN 1
HG02964_2 ESN ESN 1
HG02965_1 ESN ESN 1
HG02965_2 ESN ESN 1
HG02966_1 ESN ESN 1
HG02966_2 ESN ESN 1
HG02968_1 ESN ESN 1
HG02968_2 ESN ESN 1
HG02970_1 ESN ESN 1
HG02970_2 ESN ESN 1
HG02971_1 ESN ESN 1
HG02971_2 ESN ESN 1
HG02972_1 ESN ESN 1
HG02972_2 ESN ESN 1
HG02973_1 ESN ESN 1
HG02973_2 ESN ESN 1
HG02974_1 ESN ESN 1
HG02974_2 ESN ESN 1
HG02975_1 ESN ESN 1
HG02975_2 ESN ESN 1
HG02976_1 ESN ESN 1
HG02976_2 ESN ESN 1
HG02977_1 ESN ESN 1
HG02977_2 ESN ESN 1
HG02978_1 ESN ESN 1
HG02978_2 ESN ESN 1
HG02979_1 ESN ESN 1
HG02979_2 ESN ESN 1
HG02980_1 ESN ESN 1
HG02980_2 ESN ESN 1
HG02981_1 ESN ESN 1
HG02981_2 ESN ESN 1
HG02982_1 GWD GWD 1
HG02982_2 GWD GWD 1
HG02983_1 GWD GWD 1
HG02983_2 GWD GWD 1
HG02984_1 GWD GWD 1
HG02984_2 GWD GWD 1
HG03006_1 BEB BEB 1
HG03006_2 BEB BEB 1
HG03007_1 BEB BEB 1
HG03007_2 BEB BEB 1
HG03008_1 BEB BEB 1
HG03008_2 BEB BEB 1
HG03009_1 BEB BEB 1
HG03009_2 BEB BEB 1
HG03012_1 BEB BEB 1
HG03012_2 BEB BEB 1
HG03015_1 PJL PJL 1
HG03015_2 PJL PJL 1
HG03016_1 PJL PJL 1
HG03016_2 PJL PJL 1
HG03017_1 PJL PJL 1
HG03017_2 PJL PJL 1
HG03018_1 PJL PJL 1
HG03018_2 PJL PJL 1
HG03019_1 PJL PJL 1
HG03019_2 PJL PJL 1
HG03021_1 PJL PJL 1
HG03021_2 PJL PJL 1
HG03022_1 PJL PJL 1
HG03022_2 PJL PJL 1
HG03024_1 GWD GWD 1
HG03024_2 GWD GWD 1
HG03025_1 GWD GWD 1
HG03025_2 GWD GWD 1
HG03026_1 GWD GWD 1
HG03026_2 GWD GWD 1
HG03027_1 GWD GWD 1
HG03027_2 GWD GWD 1
HG03028_1 GWD GWD 1
HG03028_2 GWD GWD 1
HG03029_1 GWD GWD 1
HG03029_2 GWD GWD 1
HG03033_1 GWD GWD 1
HG03033_2 GWD GWD 1
HG03034_1 GWD GWD 1
HG03034_2 GWD GWD 1
HG03035_1 GWD GWD 1
HG03035_2 GWD GWD 1
HG03039_1 GWD GWD 1
HG03039_2 GWD GWD 1
HG03040_1 GWD GWD 1
HG03040_2 GWD GWD 1
HG03041_1 GWD GWD 1
HG03041_2 GWD GWD 1
HG03045_1 GWD GWD 1
HG03045_2 GWD GWD 1
HG03046_1 GWD GWD 1
HG03046_2 GWD GWD 1
HG03047_1 GWD GWD 1
HG03047_2 GWD GWD 1
HG03048_1 GWD GWD 1
HG03048_2 GWD GWD 1
HG03049_1 GWD GWD 1
HG03049_2 GWD GWD 1
HG03050_1 GWD GWD 1
HG03050_2 GWD GWD 1
HG03052_1 MSL MSL 1
HG03052_2 MSL MSL 1
HG03054_1 MSL MSL 1
HG03054_2 MSL MSL 1
HG03055_1 MSL MSL 1
HG03055_2 MSL MSL 1
HG03056_1 MSL MSL 1
HG03056_2 MSL MSL 1
HG03057_1 MSL MSL 1
HG03057_2 MSL MSL 1
HG03058_1 MSL MSL 1
HG03058_2 MSL MSL 1
HG03060_1 MSL MSL 1
HG03060_2 MSL MSL 1
HG03061_1 MSL MSL 1
HG03061_2 MSL MSL 1
HG03063_1 MSL MSL 1
HG03063_2 MSL MSL 1
HG03064_1 MSL MSL 1
HG03064_2 MSL MSL 1
HG03065_1 MSL MSL 1
HG03065_2 MSL MSL 1
HG03066_1 MSL MSL 1
HG03066_2 MSL MSL 1
HG03069_1 MSL MSL 1
HG03069_2 MSL MSL 1
HG03072_1 MSL MSL 1
HG03072_2 MSL MSL 1
HG03073_1 MSL MSL 1
HG03073_2 MSL MSL 1
HG03074_1 MSL MSL 1
HG03074_2 MSL MSL 1
HG03077_1 MSL MSL 1
HG03077_2 MSL MSL 1
HG03078_1 MSL MSL 1
HG03078_2 MSL MSL 1
HG03079_1 MSL MSL 1
HG03079_2 MSL MSL 1
HG03081_1 MSL MSL 1
HG03081_2 MSL MSL 1
HG03082_1 MSL MSL 1
HG03082_2 MSL MSL 1
HG03084_1 MSL MSL 1
HG03084_2 MSL MSL 1
HG03085_1 MSL MSL 1
HG03085_2 MSL MSL 1
HG03086_1 MSL MSL 1
HG03086_2 MSL MSL 1
HG03088_1 MSL MSL 1
HG03088_2 MSL MSL 1
HG03091_1 MSL MSL 1
HG03091_2 MSL MSL 1
HG03095_1 MSL MSL 1
HG03095_2 MSL MSL 1
HG03096_1 MSL MSL 1
HG03096_2 MSL MSL 1
HG03097_1 MSL MSL 1
HG03097_2 MSL MSL 1
HG03098_1 MSL MSL 1
HG03098_2 MSL MSL 1
HG03099_1 ESN ESN 1
HG03099_2 ESN ESN 1
HG03100_1 ESN ESN 1
HG03100_2 ESN ESN 1
HG03101_1 ESN ESN 1
HG03101_2 ESN ESN 1
HG03103_1 ESN ESN 1
HG03103_2 ESN ESN 1
HG03105_1 ESN ESN 1
HG03105_2 ESN ESN 1
HG03108_1 ESN ESN 1
HG03108_2 ESN ESN 1
HG03109_1 ESN ESN 1
HG03109_2 ESN ESN 1
HG03110_1 ESN ESN 1
HG03110_2 ESN ESN 1
HG03111_1 ESN ESN 1
HG03111_2 ESN ESN 1
HG03112_1 ESN ESN 1
HG03112_2 ESN ESN 1
HG03113_1 ESN ESN 1
HG03113_2 ESN ESN 1
HG03114_1 ESN ESN 1
HG03114_2 ESN ESN 1
HG03115_1 ESN ESN 1
HG03115_2 ESN ESN 1
HG03116_1 ESN ESN 1
HG03116_2 ESN ESN 1
HG03117_1 ESN ESN 1
HG03117_2 ESN ESN 1
HG03118_1 ESN ESN 1
HG03118_2 ESN ESN 1
HG03119_1 ESN ESN 1
HG03119_2 ESN ESN 1
HG03120_1 ESN ESN 1
HG03120_2 ESN ESN 1
HG03121_1 ESN ESN 1
HG03121_2 ESN ESN 1
HG03122_1 ESN ESN 1
HG03122_2 ESN ESN 1
HG03123_1 ESN ESN 1
HG03123_2 ESN ESN 1
HG03124_1 ESN ESN 1
HG03124_2 ESN ESN 1
HG03125_1 ESN ESN 1
HG03125_2 ESN ESN 1
HG03126_1 ESN ESN 1
HG03126_2 ESN ESN 1
HG03127_1 ESN ESN 1
HG03127_2 ESN ESN 1
HG03128_1 ESN ESN 1
HG03128_2 ESN ESN 1
HG03129_1 ESN ESN 1
HG03129_2 ESN ESN 1
HG03130_1 ESN ESN 1
HG03130_2 ESN ESN 1
HG03131_1 ESN ESN 1
HG03131_2 ESN ESN 1
HG03132_1 ESN ESN 1
HG03132_2 ESN ESN 1
HG03133_1 ESN ESN 1
HG03133_2 ESN ESN 1
HG03134_1 ESN ESN 1
HG03134_2 ESN ESN 1
HG03135_1 ESN ESN 1
HG03135_2 ESN ESN 1
HG03136_1 ESN ESN 1
HG03136_2 ESN ESN 1
HG03137_1 ESN ESN 1
HG03137_2 ESN ESN 1
HG03139_1 ESN ESN 1
HG03139_2 ESN ESN 1
HG03157_1 ESN ESN 1
HG03157_2 ESN ESN 1
HG03159_1 ESN ESN 1
HG03159_2 ESN ESN 1
HG03160_1 ESN ESN 1
HG03160_2 ESN ESN 1
HG03161_1 ESN ESN 1
HG03161_2 ESN ESN 1
HG03162_1 ESN ESN 1
HG03162_2 ESN ESN 1
HG03163_1 ESN ESN 1
HG03163_2 ESN ESN 1
HG03164_1 ESN ESN 1
HG03164_2 ESN ESN 1
HG03166_1 ESN ESN 1
HG03166_2 ESN ESN 1
HG03168_1 ESN ESN 1
HG03168_2 ESN ESN 1
HG03169_1 ESN ESN 1
HG03169_2 ESN ESN 1
HG03170_1 ESN ESN 1
HG03170_2 ESN ESN 1
HG03172_1 ESN ESN 1
HG03172_2 ESN ESN 1
HG03175_1 ESN ESN 1
HG03175_2 ESN ESN 1
HG03189_1 ESN ESN 1
HG03189_2 ESN ESN 1
HG03190_1 ESN ESN 1
HG03190_2 ESN ESN 1
HG03191_1 ESN ESN 1
HG03191_2 ESN ESN 1
HG03193_1 ESN ESN 1
HG03193_2 ESN ESN 1
HG03195_1 ESN ESN 1
HG03195_2 ESN ESN 1
HG03196_1 ESN ESN 1
HG03196_2 ESN ESN 1
HG03197_1 ESN ESN 1
HG03197_2 ESN ESN 1
HG03198_1 ESN ESN 1
HG03198_2 ESN ESN 1
HG03199_1 ESN ESN 1
HG03199_2 ESN ESN 1
HG03200_1 ESN ESN 1
HG03200_2 ESN ESN 1
HG03202_1 ESN ESN 1
HG03202_2 ESN ESN 1
HG03209_1 MSL MSL 1
HG03209_2 MSL MSL 1
HG03212_1 MSL MSL 1
HG03212_2 MSL MSL 1
HG03224_1 MSL MSL 1
HG03224_2 MSL MSL 1
HG03225_1 MSL MSL 1
HG03225_2 MSL MSL 1
HG03228_1 PJL PJL 1
HG03228_2 PJL PJL 1
HG03229_1 PJL PJL 1
HG03229_2 PJL PJL 1
HG03230_1 PJL PJL 1
HG03230_2 PJL PJL 1
HG03234_1 PJL PJL 1
HG03234_2 PJL PJL 1
HG03235_1 PJL PJL 1
HG03235_2 PJL PJL 1
HG03236_1 PJL PJL 1
HG03236_2 PJL PJL 1
HG03237_1 PJL PJL 1
HG03237_2 PJL PJL 1
HG03238_1 PJL PJL 1
HG03238_2 PJL PJL 1
HG03239_1 PJL PJL 1
HG03239_2 PJL PJL 1
HG03240_1 GWD GWD 1
HG03240_2 GWD GWD 1
HG03241_1 GWD GWD 1
HG03241_2 GWD GWD 1
HG03242_1 GWD GWD 1
HG03242_2 GWD GWD 1
HG03246_1 GWD GWD 1
HG03246_2 GWD GWD 1
HG03247_1 GWD GWD 1
HG03247_2 GWD GWD 1
HG03248_1 GWD GWD 1
HG03248_2 GWD GWD 1
HG03249_1 GWD GWD 1
HG03249_2 GWD GWD 1
HG03250_1 GWD GWD 1
HG03250_2 GWD GWD 1
HG03251_1 GWD GWD 1
HG03251_2 GWD GWD 1
HG03258_1 GWD GWD 1
HG03258_2 GWD GWD 1
HG03259_1 GWD GWD 1
HG03259_2 GWD GWD 1
HG03260_1 GWD GWD 1
HG03260_2 GWD GWD 1
HG03265_1 ESN ESN 1
HG03265_2 ESN ESN 1
HG03267_1 ESN ESN 1
HG03267_2 ESN ESN 1
HG03268_1 ESN ESN 1
HG03268_2 ESN ESN 1
HG03269_1 ESN ESN 1
HG03269_2 ESN ESN 1
HG03270_1 ESN ESN 1
HG03270_2 ESN ESN 1
HG03271_1 ESN ESN 1
HG03271_2 ESN ESN 1
HG03272_1 ESN ESN 1
HG03272_2 ESN ESN 1
HG03279_1 ESN ESN 1
HG03279_2 ESN ESN 1
HG03280_1 ESN ESN 1
HG03280_2 ESN ESN 1
HG03291_1 ESN ESN 1
HG03291_2 ESN ESN 1
HG03294_1 ESN ESN 1
HG03294_2 ESN ESN 1
HG03295_1 ESN ESN 1
HG03295_2 ESN ESN 1
HG03296_1 ESN ESN 1
HG03296_2 ESN ESN 1
HG03297_1 ESN ESN 1
HG03297_2 ESN ESN 1
HG03298_1 ESN ESN 1
HG03298_2 ESN ESN 1
HG03299_1 ESN ESN 1
HG03299_2 ESN ESN 1
HG03300_1 ESN ESN 1
HG03300_2 ESN ESN 1
HG03301_1 ESN ESN 1
HG03301_2 ESN ESN 1
HG03302_1 ESN ESN 1
HG03302_2 ESN ESN 1
HG03303_1 ESN ESN 1
HG03303_2 ESN ESN 1
HG03304_1 ESN ESN 1
HG03304_2 ESN ESN 1
HG03305_1 ESN ESN 1
HG03305_2 ESN ESN 1
HG03306_1 ESN ESN 1
HG03306_2 ESN ESN 1
HG03307_1 ESN ESN 1
HG03307_2 ESN ESN 1
HG03308_1 ESN ESN 1
HG03308_2 ESN ESN 1
HG03309_1 ESN ESN 1
HG03309_2 ESN ESN 1
HG03310_1 ESN ESN 1
HG03310_2 ESN ESN 1
HG03311_1 ESN ESN 1
HG03311_2 ESN ESN 1
HG03312_1 ESN ESN 1
HG03312_2 ESN ESN 1
HG03313_1 ESN ESN 1
HG03313_2 ESN ESN 1
HG03314_1 ESN ESN 1
HG03314_2 ESN ESN 1
HG03342_1 ESN ESN 1
HG03342_2 ESN ESN 1
HG03343_1 ESN ESN 1
HG03343_2 ESN ESN 1
HG03344_1 ESN ESN 1
HG03344_2 ESN ESN 1
HG03350_1 ESN ESN 1
HG03350_2 ESN ESN 1
HG03351_1 ESN ESN 1
HG03351_2 ESN ESN 1
HG03352_1 ESN ESN 1
HG03352_2 ESN ESN 1
HG03354_1 ESN ESN 1
HG03354_2 ESN ESN 1
HG03363_1 ESN ESN 1
HG03363_2 ESN ESN 1
HG03366_1 ESN ESN 1
HG03366_2 ESN ESN 1
HG03367_1 ESN ESN 1
HG03367_2 ESN ESN 1
HG03368_1 ESN ESN 1
HG03368_2 ESN ESN 1
HG03369_1 ESN ESN 1
HG03369_2 ESN ESN 1
HG03370_1 ESN ESN 1
HG03370_2 ESN ESN 1
HG03371_1 ESN ESN 1
HG03371_2 ESN ESN 1
HG03372_1 ESN ESN 1
HG03372_2 ESN ESN 1
HG03373_1 ESN ESN 1
HG03373_2 ESN ESN 1
HG03374_1 ESN ESN 1
HG03374_2 ESN ESN 1
HG03376_1 MSL MSL 1
HG03376_2 MSL MSL 1
HG03378_1 MSL MSL 1
HG03378_2 MSL MSL 1
HG03380_1 MSL MSL 1
HG03380_2 MSL MSL 1
HG03382_1 MSL MSL 1
HG03382_2 MSL MSL 1
HG03385_1 MSL MSL 1
HG03385_2 MSL MSL 1
HG03388_1 MSL MSL 1
HG03388_2 MSL MSL 1
HG03391_1 MSL MSL 1
HG03391_2 MSL MSL 1
HG03394_1 MSL MSL 1
HG03394_2 MSL MSL 1
HG03397_1 MSL MSL 1
HG03397_2 MSL MSL 1
HG03401_1 MSL MSL 1
HG03401_2 MSL MSL 1
HG03410_1 MSL MSL 1
HG03410_2 MSL MSL 1
HG03419_1 MSL MSL 1
HG03419_2 MSL MSL 1
HG03428_1 MSL MSL 1
HG03428_2 MSL MSL 1
HG03432_1 MSL MSL 1
HG03432_2 MSL MSL 1
HG03433_1 MSL MSL 1
HG03433_2 MSL MSL 1
HG03436_1 MSL MSL 1
HG03436_2 MSL MSL 1
HG03437_1 MSL MSL 1
HG03437_2 MSL MSL 1
HG03438_1 MSL MSL 1
HG03438_2 MSL MSL 1
HG03439_1 MSL MSL 1
HG03439_2 MSL MSL 1
HG03442_1 MSL MSL 1
HG03442_2 MSL MSL 1
HG03445_1 MSL MSL 1
HG03445_2 MSL MSL 1
HG03446_1 MSL MSL 1
HG03446_2 MSL MSL 1
HG03449_1 MSL MSL 1
HG03449_2 MSL MSL 1
HG03451_1 MSL MSL 1
HG03451_2 MSL MSL 1
HG03452_1 MSL MSL 1
HG03452_2 MSL MSL 1
HG03453_1 MSL MSL 1
HG03453_2 MSL MSL 1
HG03454_1 MSL MSL 1
HG03454_2 MSL MSL 1
HG03455_1 MSL MSL 1
HG03455_2 MSL MSL 1
HG03456_1 MSL MSL 1
HG03456_2 MSL MSL 1
HG03457_1 MSL MSL 1
HG03457_2 MSL MSL 1
HG03458_1 MSL MSL 1
HG03458_2 MSL MSL 1
HG03460_1 MSL MSL 1
HG03460_2 MSL MSL 1
HG03461_1 MSL MSL 1
HG03461_2 MSL MSL 1
HG03464_1 MSL MSL 1
HG03464_2 MSL MSL 1
HG03469_1 MSL MSL 1
HG03469_2 MSL MSL 1
HG03470_1 MSL MSL 1
HG03470_2 MSL MSL 1
HG03472_1 MSL MSL 1
HG03472_2 MSL MSL 1
HG03473_1 MSL MSL 1
HG03473_2 MSL MSL 1
HG03476_1 MSL MSL 1
HG03476_2 MSL MSL 1
HG03478_1 MSL MSL 1
HG03478_2 MSL MSL 1
HG03479_1 MSL MSL 1
HG03479_2 MSL MSL 1
HG03480_1 MSL MSL 1
HG03480_2 MSL MSL 1
HG03484_1 MSL MSL 1
HG03484_2 MSL MSL 1
HG03485_1 MSL MSL 1
HG03485_2 MSL MSL 1
HG03486_1 MSL MSL 1
HG03486_2 MSL MSL 1
HG03487_1 PJL PJL 1
HG03487_2 PJL PJL 1
HG03488_1 PJL PJL 1
HG03488_2 PJL PJL 1
HG03489_1 PJL PJL 1
HG03489_2 PJL PJL 1
HG03490_1 PJL PJL 1
HG03490_2 PJL PJL 1
HG03491_1 PJL PJL 1
HG03491_2 PJL PJL 1
HG03492_1 PJL PJL 1
HG03492_2 PJL PJL 1
HG03499_1 ESN ESN 1
HG03499_2 ESN ESN 1
HG03511_1 ESN ESN 1
HG03511_2 ESN ESN 1
HG03514_1 ESN ESN 1
HG03514_2 ESN ESN 1
HG03515_1 ESN ESN 1
HG03515_2 ESN ESN 1
HG03516_1 ESN ESN 1
HG03516_2 ESN ESN 1
HG03517_1 ESN ESN 1
HG03517_2 ESN ESN 1
HG03518_1 ESN ESN 1
HG03518_2 ESN ESN 1
HG03519_1 ESN ESN 1
HG03519_2 ESN ESN 1
HG03520_1 ESN ESN 1
HG03520_2 ESN ESN 1
HG03521_1 ESN ESN 1
HG03521_2 ESN ESN 1
HG03522_1 ESN ESN 1
HG03522_2 ESN ESN 1
HG03538_1 GWD GWD 1
HG03538_2 GWD GWD 1
HG03539_1 GWD GWD 1
HG03539_2 GWD GWD 1
