sample population group sex
NA20797_2 TSI TSI 1
NA20798_1 TSI TSI 1
NA20798_2 TSI TSI 1
NA20799_1 TSI TSI 1
NA20799_2 TSI TSI 1
NA20800_1 TSI TSI 1
NA20800_2 TSI TSI 1
NA20801_1 TSI TSI 1
NA20801_2 TSI TSI 1
NA20802_1 TSI TSI 1
NA20802_2 TSI TSI 1
NA20803_1 TSI TSI 1
NA20803_2 TSI TSI 1
NA20804_1 TSI TSI 1
NA20804_2 TSI TSI 1
NA20805_1 TSI TSI 1
NA20805_2 TSI TSI 1
NA20806_1 TSI TSI 1
NA20806_2 TSI TSI 1
NA20807_1 TSI TSI 1
NA20807_2 TSI TSI 1
NA20808_1 TSI TSI 1
NA20808_2 TSI TSI 1
NA20809_1 TSI TSI 1
NA20809_2 TSI TSI 1
NA20810_1 TSI TSI 1
NA20810_2 TSI TSI 1
NA20811_1 TSI TSI 1
NA20811_2 TSI TSI 1
NA20812_1 TSI TSI 1
NA20812_2 TSI TSI 1
NA20813_1 TSI TSI 1
NA20813_2 TSI TSI 1
NA20814_1 TSI TSI 1
NA20814_2 TSI TSI 1
NA20815_1 TSI TSI 1
NA20815_2 TSI TSI 1
NA20818_1 TSI TSI 1
NA20818_2 TSI TSI 1
NA20819_1 TSI TSI 1
NA20819_2 TSI TSI 1
NA20821_1 TSI TSI 1
NA20821_2 TSI TSI 1
NA20822_1 TSI TSI 1
NA20822_2 TSI TSI 1
NA20826_1 TSI TSI 1
NA20826_2 TSI TSI 1
NA20827_1 TSI TSI 1
NA20827_2 TSI TSI 1
NA20828_1 TSI TSI 1
NA20828_2 TSI TSI 1
NA20832_1 TSI TSI 1
NA20832_2 TSI TSI 1
NA20845_1 GIH GIH 1
NA20845_2 GIH GIH 1
NA20846_1 GIH GIH 1
NA20846_2 GIH GIH 1
NA20847_1 GIH GIH 1
NA20847_2 GIH GIH 1
NA20849_1 GIH GIH 1
NA20849_2 GIH GIH 1
NA20850_1 GIH GIH 1
NA20850_2 GIH GIH 1
NA20851_1 GIH GIH 1
NA20851_2 GIH GIH 1
NA20852_1 GIH GIH 1
NA20852_2 GIH GIH 1
NA20853_1 GIH GIH 1
NA20853_2 GIH GIH 1
NA20854_1 GIH GIH 1
NA20854_2 GIH GIH 1
NA20856_1 GIH GIH 1
NA20856_2 GIH GIH 1
NA20858_1 GIH GIH 1
NA20858_2 GIH GIH 1
NA20859_1 GIH GIH 1
NA20859_2 GIH GIH 1
NA20861_1 GIH GIH 1
NA20861_2 GIH GIH 1
NA20862_1 GIH GIH 1
NA20862_2 GIH GIH 1
NA20863_1 GIH GIH 1
NA20863_2 GIH GIH 1
NA20864_1 GIH GIH 1
NA20864_2 GIH GIH 1
NA20866_1 GIH GIH 1
NA20866_2 GIH GIH 1
NA20867_1 GIH GIH 1
NA20867_2 GIH GIH 1
NA20868_1 GIH GIH 1
NA20868_2 GIH GIH 1
NA20869_1 GIH GIH 1
NA20869_2 GIH GIH 1
NA20870_1 GIH GIH 1
NA20870_2 GIH GIH 1
NA20872_1 GIH GIH 1
NA20872_2 GIH GIH 1
NA20874_1 GIH GIH 1
NA20874_2 GIH GIH 1
NA20875_1 GIH GIH 1
NA20875_2 GIH GIH 1
NA20876_1 GIH GIH 1
NA20876_2 GIH GIH 1
NA20877_1 GIH GIH 1
NA20877_2 GIH GIH 1
NA20878_1 GIH GIH 1
NA20878_2 GIH GIH 1
NA20881_1 GIH GIH 1
NA20881_2 GIH GIH 1
NA20882_1 GIH GIH 1
NA20882_2 GIH GIH 1
NA20884_1 GIH GIH 1
NA20884_2 GIH GIH 1
NA20885_1 GIH GIH 1
NA20885_2 GIH GIH 1
NA20886_1 GIH GIH 1
NA20886_2 GIH GIH 1
NA20887_1 GIH GIH 1
NA20887_2 GIH GIH 1
NA20888_1 GIH GIH 1
NA20888_2 GIH GIH 1
NA20889_1 GIH GIH 1
NA20889_2 GIH GIH 1
NA20890_1 GIH GIH 1
NA20890_2 GIH GIH 1
NA20891_1 GIH GIH 1
NA20891_2 GIH GIH 1
NA20892_1 GIH GIH 1
NA20892_2 GIH GIH 1
NA20894_1 GIH GIH 1
NA20894_2 GIH GIH 1
NA20895_1 GIH GIH 1
NA20895_2 GIH GIH 1
NA20896_1 GIH GIH 1
NA20896_2 GIH GIH 1
NA20897_1 GIH GIH 1
NA20897_2 GIH GIH 1
NA20899_1 GIH GIH 1
NA20899_2 GIH GIH 1
NA20900_1 GIH GIH 1
NA20900_2 GIH GIH 1
NA20901_1 GIH GIH 1
NA20901_2 GIH GIH 1
NA20902_1 GIH GIH 1
NA20902_2 GIH GIH 1
NA20903_1 GIH GIH 1
NA20903_2 GIH GIH 1
NA20904_1 GIH GIH 1
NA20904_2 GIH GIH 1
NA20905_1 GIH GIH 1
NA20905_2 GIH GIH 1
NA20906_1 GIH GIH 1
NA20906_2 GIH GIH 1
NA20908_1 GIH GIH 1
NA20908_2 GIH GIH 1
NA20910_1 GIH GIH 1
NA20910_2 GIH GIH 1
NA20911_1 GIH GIH 1
NA20911_2 GIH GIH 1
NA21086_1 GIH GIH 1
NA21086_2 GIH GIH 1
NA21087_1 GIH GIH 1
NA21087_2 GIH GIH 1
NA21088_1 GIH GIH 1
NA21088_2 GIH GIH 1
NA21089_1 GIH GIH 1
NA21089_2 GIH GIH 1
NA21090_1 GIH GIH 1
NA21090_2 GIH GIH 1
NA21091_1 GIH GIH 1
NA21091_2 GIH GIH 1
NA21092_1 GIH GIH 1
NA21092_2 GIH GIH 1
NA21093_1 GIH GIH 1
NA21093_2 GIH GIH 1
NA21094_1 GIH GIH 1
NA21094_2 GIH GIH 1
NA21095_1 GIH GIH 1
NA21095_2 GIH GIH 1
NA21097_1 GIH GIH 1
NA21097_2 GIH GIH 1
NA21098_1 GIH GIH 1
NA21098_2 GIH GIH 1
NA21099_1 GIH GIH 1
NA21099_2 GIH GIH 1
NA21100_1 GIH GIH 1
NA21100_2 GIH GIH 1
NA21101_1 GIH GIH 1
NA21101_2 GIH GIH 1
NA21102_1 GIH GIH 1
NA21102_2 GIH GIH 1
NA21103_1 GIH GIH 1
NA21103_2 GIH GIH 1
NA21104_1 GIH GIH 1
NA21104_2 GIH GIH 1
NA21105_1 GIH GIH 1
NA21105_2 GIH GIH 1
NA21106_1 GIH GIH 1
NA21106_2 GIH GIH 1
NA21107_1 GIH GIH 1
NA21107_2 GIH GIH 1
NA21108_1 GIH GIH 1
NA21108_2 GIH GIH 1
NA21109_1 GIH GIH 1
NA21109_2 GIH GIH 1
NA21110_1 GIH GIH 1
NA21110_2 GIH GIH 1
NA21111_1 GIH GIH 1
NA21111_2 GIH GIH 1
NA21112_1 GIH GIH 1
NA21112_2 GIH GIH 1
NA21113_1 GIH GIH 1
NA21113_2 GIH GIH 1
NA21114_1 GIH GIH 1
NA21114_2 GIH GIH 1
NA21115_1 GIH GIH 1
NA21115_2 GIH GIH 1
NA21116_1 GIH GIH 1
NA21116_2 GIH GIH 1
NA21117_1 GIH GIH 1
NA21117_2 GIH GIH 1
NA21118_1 GIH GIH 1
NA21118_2 GIH GIH 1
NA21119_1 GIH GIH 1
NA21119_2 GIH GIH 1
NA21120_1 GIH GIH 1
NA21120_2 GIH GIH 1
NA21122_1 GIH GIH 1
NA21122_2 GIH GIH 1
NA21123_1 GIH GIH 1
NA21123_2 GIH GIH 1
NA21124_1 GIH GIH 1
NA21124_2 GIH GIH 1
NA21125_1 GIH GIH 1
NA21125_2 GIH GIH 1
NA21126_1 GIH GIH 1
NA21126_2 GIH GIH 1
NA21127_1 GIH GIH 1
NA21127_2 GIH GIH 1
NA21128_1 GIH GIH 1
NA21128_2 GIH GIH 1
NA21129_1 GIH GIH 1
NA21129_2 GIH GIH 1
NA21130_1 GIH GIH 1
NA21130_2 GIH GIH 1
NA21133_1 GIH GIH 1
NA21133_2 GIH GIH 1
NA21135_1 GIH GIH 1
NA21135_2 GIH GIH 1
NA21137_1 GIH GIH 1
NA21137_2 GIH GIH 1
NA21141_1 GIH GIH 1
NA21141_2 GIH GIH 1
NA21142_1 GIH GIH 1
NA21142_2 GIH GIH 1
NA21143_1 GIH GIH 1
NA21143_2 GIH GIH 1
NA21144_1 GIH GIH 1
NA21144_2 GIH GIH 1
